2019-04-14 18:51:25,301 [Worker-256: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:51:25,349 [Worker-256: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 18:51:25,351 [Worker-256: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:51:25,380 [Worker-256: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 18:52:02,438 [Worker-255: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:52:02,450 [Worker-255: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 18:52:02,452 [Worker-255: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:52:02,468 [Worker-255: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 18:53:13,747 [Worker-255: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:53:13,757 [Worker-255: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 18:53:13,759 [Worker-255: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:53:13,771 [Worker-255: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 18:53:17,907 [Worker-255: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:53:17,923 [Worker-255: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 18:53:17,924 [Worker-255: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:53:17,942 [Worker-255: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 18:53:50,864 [Worker-253: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:53:50,881 [Worker-253: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 18:53:50,884 [Worker-253: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:53:50,891 [Worker-253: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 18:53:56,529 [Worker-238: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:53:56,541 [Worker-238: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 18:53:56,542 [Worker-238: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:53:56,551 [Worker-238: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 18:54:04,080 [Worker-260: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:54:04,096 [Worker-260: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 18:54:04,098 [Worker-260: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:54:04,112 [Worker-260: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 18:55:09,305 [Worker-260: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:55:09,316 [Worker-260: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 18:55:09,318 [Worker-260: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:55:09,329 [Worker-260: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 18:55:12,420 [Worker-255: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:55:12,427 [Worker-255: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 18:55:12,428 [Worker-255: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:55:12,437 [Worker-255: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 18:55:21,541 [Worker-259: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:55:21,549 [Worker-259: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 18:55:21,550 [Worker-259: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 18:55:21,558 [Worker-259: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 22:56:41,550 [Worker-259: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 22:56:41,743 [Worker-259: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 22:56:41,746 [Worker-259: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 22:56:41,754 [Worker-259: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 22:56:43,637 [Worker-267: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 22:56:43,654 [Worker-267: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 22:56:43,657 [Worker-267: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 22:56:43,668 [Worker-267: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:00:20,470 [Worker-265: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:00:20,594 [Worker-265: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:00:20,596 [Worker-265: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:00:20,604 [Worker-265: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:00:25,576 [Worker-267: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:00:25,596 [Worker-267: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:00:25,597 [Worker-267: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:00:25,614 [Worker-267: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:10:00,222 [Worker-268: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:10:00,344 [Worker-268: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:10:00,347 [Worker-268: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:10:00,365 [Worker-268: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:11:18,539 [Worker-259: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:11:18,670 [Worker-259: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:11:18,671 [Worker-259: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:11:18,685 [Worker-259: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:12:15,845 [Worker-270: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:12:15,962 [Worker-270: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:12:15,964 [Worker-270: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:12:15,978 [Worker-270: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:17:38,059 [Worker-269: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:17:38,166 [Worker-269: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:17:38,168 [Worker-269: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:17:38,185 [Worker-269: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:18:26,943 [Worker-271: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:18:26,958 [Worker-271: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:18:26,959 [Worker-271: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:18:26,973 [Worker-271: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:19:41,845 [Worker-259: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:19:41,976 [Worker-259: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:19:41,979 [Worker-259: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:19:41,989 [Worker-259: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:21:12,055 [Worker-273: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:21:12,148 [Worker-273: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:21:12,149 [Worker-273: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:21:12,157 [Worker-273: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:21:27,580 [Worker-269: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:21:27,596 [Worker-269: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:21:27,597 [Worker-269: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:21:27,609 [Worker-269: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:21:34,969 [Worker-272: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:21:34,984 [Worker-272: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:21:34,985 [Worker-272: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:21:34,994 [Worker-272: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:21:42,761 [Worker-272: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:21:42,782 [Worker-272: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:21:42,783 [Worker-272: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:21:42,790 [Worker-272: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:25:25,198 [Worker-271: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:25:25,210 [Worker-271: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:25:25,211 [Worker-271: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:25:25,218 [Worker-271: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:28:56,369 [Worker-259: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:28:56,376 [Worker-259: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:28:56,377 [Worker-259: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:28:56,386 [Worker-259: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:29:50,350 [Worker-277: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:29:50,363 [Worker-277: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:29:50,364 [Worker-277: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:29:50,374 [Worker-277: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:29:53,807 [Worker-261: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:29:53,817 [Worker-261: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:29:53,820 [Worker-261: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:29:53,832 [Worker-261: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:41:48,249 [Worker-277: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:41:48,354 [Worker-277: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:41:48,356 [Worker-277: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:41:48,368 [Worker-277: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:42:16,534 [Worker-277: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:42:16,669 [Worker-277: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:42:16,671 [Worker-277: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:42:16,687 [Worker-277: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:42:30,634 [Worker-280: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:42:30,641 [Worker-280: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
2019-04-14 23:42:30,642 [Worker-280: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:42:30,657 [Worker-280: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\test\resources
2019-04-14 23:43:27,055 [Worker-277: Building workspace] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-04-14 23:43:27,265 [Worker-277: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory G:\PROJECTS LOCAL\SPRING AND HIBERNATE (UDEMY)\SPRING REST\FILES\spring-rest-demo\src\main\resources
